Year;Day;Month;Site;Season;Habitat;DegLev;Bird;Sex;Plant Family;Plant species;Activity;Folder;Picture;Time
2015;23;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150707AA;4345;7:12:33
2015;23;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150707AA;8545;8:22:45
2015;23;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150707AA;11011;9:03:51
2015;23;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;;Bromeliaceae;Guzmania_sp;Feeding;150707AA;12427;9:27:27
2015;23;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150707AA;14633;10:04:13
2015;23;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150707AA;20833;11:47:33
2015;23;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis mosquera;;Bromeliaceae;Guzmania_sp;Feeding;150707AB;1416;13:23:44
2015;23;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150707AB;1916;13:32:04
2015;23;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150707AB;3516;13:58:44
2015;23;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis mosquera;;Bromeliaceae;Guzmania_sp;Feeding;150707AB;6170;14:42:58
2015;23;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis mosquera;;Bromeliaceae;Guzmania_sp;Feeding;150707AB;7066;14:58:05
2015;23;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150707AB;8864;15:28:03
2015;23;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis mosquera;;Bromeliaceae;Guzmania_sp;Feeding;150707AB;11368;16:09:47
2015;23;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150707AB;16629;15:37:28
2015;24;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150708AA;13189;9:41:08
2015;24;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150708AA;14316;9:59:55
2015;24;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150708AA;15300;10:16:19
2015;24;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150708AA;16765;10:40:44
2015;24;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;;Bromeliaceae;Guzmania_sp;Feeding;150708AA;17915;10:59:54
2015;24;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150708AA;19840;11:31:59
2015;25;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;Female;Bromeliaceae;Guzmania_sp;Feeding;150725AA;1638;6:27:26
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160505AB;620-621;13:10:28
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160505AB;3298;13:55:06
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160505AB;5551-5552;14:32:41
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160505AB;7862-7864;15:11:10
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160505AB;11772-11774;16:16:20
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160505AB;13744;16:49:12
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160505AB;17409;17:50:17
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160506AA;12797;9:33:25
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160506AA;16744;10:39:12
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160506AA;18876;11:14:44
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160506AB;438;13:07:26
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160506AB;4584;14:16:32
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160506AB;7124;14:58:52
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160506AB;12307;16:25:15
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160506AB;17510;17:51:58
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160507AA;3514;6:58:42
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160507AA;7021;7:57:09
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160507AA;10146;8:49:14
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160507AA;14991;10:09:59
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160507AA;18200;11:03:28
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160507AA;20753;11:46:01
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160507AB;1434;13:24:02
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160507AB;2911;13:48:39
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160507AB;4705;14:18:33
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160507AB;7891;15:11:39
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160507AB;11298;16:08:26
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160507AB;14244;16:57:32
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160507AB;15971;17:26:19
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160507AB;17546;17:52:34
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;5343;7:29:11
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;8665;8:24:33
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;12117;9:22:20
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;14029;9:54:12
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;18502;11:08:45
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;21106;11:52:09
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AB;2220;13:37:08
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AB;3644;14:00:52
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AB;7255;15:01:03
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160508AB;8695;15:25:03
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AB;9726;15:42:14
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AB;12097;16:21:58
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160508AB;14012;16:53:53
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Guzmania_sp;Feeding;160508AB;15457;17:17:58
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis sp;juvenile;Bromeliaceae;Guzmania_sp;Feeding;160508AB;18033;18:00:54
2016;6;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160506AA;10141;8:49:09
2016;6;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160506AA;12159;9:22:47
2016;6;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160506AA;17117;10:45:25
2016;6;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160506AA;18151;11:02:39
2016;6;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160506AB;1569;13:26:17
2016;7;5;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Bromeliaceae;Guzmania_sp;Feeding;160506AB;3075;6:51:23
2016;7;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160506AB;9952;8:46:00
2016;7;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160506AB;12918;9:35:26
2016;8;5;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Bromeliaceae;Guzmania_sp;Feeding;160508AA;550;6:09:18
2016;8;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;4746;7:19:14
2016;8;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;6107;7:41:55
2016;8;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;10128;8:48:56
2016;8;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;11195;9:06:43
2016;8;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;14097;9:55:05
2016;8;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160508AA;20710;11:45:31
2016;8;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160508AB;1346;13:22:34
2016;8;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160508AB;4003;14:06:51
2016;8;5;Esperanza;Wet;Forest_Border;1;Adelomyia melanogenys;na;Bromeliaceae;Guzmania_sp;Feeding;160508AB;14898;17:08:26
2015;26;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151026AC;6281;14:44:49
2015;26;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151026AC;12509;16:28:37
2015;27;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151027AB;14629;17:03:57
2015;28;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151028AA;3229;6:53:57
2015;28;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151028AA;8773;8:26:21
2015;28;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151028AC;4768;14:19:36
2015;28;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151028AC;16184;17:29:52
2015;28;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151028AC;16819;17:40:27
2015;28;10;Yanacocha;Wet;Forest_Border;2;Diglossa lafresnayii;na;Ericaceae;Macleania rupestris;Feeding;151028AC;17845;17:57:33
2015;29;10;Yanacocha;Wet;Forest_Border;2;Diglossa lafresnayii;na;Ericaceae;Macleania rupestris;Feeding;151029AA;10593;8:56:41
2015;29;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151029AA;14975;10:09:43
2015;29;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151029AA;18663;11:11:11
2015;29;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151029AA;19231;11:20:39
2015;29;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151029AB;15014;17:10:22
2015;30;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151030AA;2262;6:37:50
2015;30;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151030AA;8333;8:19:01
2015;30;10;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;151030AA;12595;9:30:03
2015;30;10;Yanacocha;Wet;Forest_Border;2;Diglossa lafresnayii;na;Ericaceae;Macleania rupestris;Feeding;151030AA;16623;10:37:11
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;1547;13:25:55
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;1962;13:32:50
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;3514;13:58:42
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;5725;14:35:33
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;7640;15:07:28
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;9550;15:39:18
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;10427;15:53:55
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;11485;16:11:33
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;13068;16:37:56
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;14582;17:03:10
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;16285;17:31:33
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;18160;18:02:48
2016;7;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030716_02;19029;18:17:17
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_01;642;6:10:50
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_01;790;6:13:18
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_01;1116;6:18:44
2016;8;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;male;Ericaceae;Macleania rupestris;Feeding;030816_01;2590;6:43:18
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_01;4428;7:13:56
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_01;8054;8:14:22
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_01;10421;8:53:49
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_01;19002;11:16:50
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_01;20946;11:49:14
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_02;61;13:01:09
2016;8;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;male;Ericaceae;Macleania rupestris;Feeding;030816_02;2448;13:40:56
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_02;3794;14:03:22
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_02;5371;14:29:39
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_02;6645;14:50:53
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_02;8023;15:13:51
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_02;9393;15:36:41
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_02;10949;16:02:37
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_02;13908;16:51:56
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_02;17558;17:52:46
2016;8;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030816_02;18914;18:15:22
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;779;6:13:07
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;1497;6:25:05
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;4063;7:07:51
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;4668;7:17:56
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;6863;7:54:31
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;8177;8:16:25
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;9064;8:31:12
2016;9;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;NA;Ericaceae;Macleania rupestris;Feeding;030916_01;10900;9:01:48
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;12417;9:27:03
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;14208;9:56:56
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;030916_01;16483;10:34:51
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;16551;10:35:59
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;18470;11:07:58
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;20176;11:36:24
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;738;13:12:26
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;NA;Ericaceae;Macleania rupestris;Feeding;030916_02;1543;13:25:51
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;2084;13:34:52
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;3070;13:51:18
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;3922;14:05:30
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;4505;14:15:13
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;4959;14:22:47
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;NA;Ericaceae;Macleania rupestris;Feeding;030916_02;5607;14:33:35
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;NA;Ericaceae;Macleania rupestris;Feeding;030916_02;6212;14:43:40
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;7356;15:02:44
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;11084;16:04:52
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;11618;16:13:46
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;1387;16:53:15
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;16020;17:27:08
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;16841;17:40:49
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;NA;Ericaceae;Macleania rupestris;Feeding;031016_01;505;6:08:33
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;031016_01;1738;6:29:06
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;2961;6:49:29
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;3799;7:03:27
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;5335;7:29:03
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;7214;8:00:22
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;male;Ericaceae;Macleania rupestris;Feeding;031016_01;7529;8:05:37
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;9125;8:32:13
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;10885;9:01:33
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;NA;Ericaceae;Macleania rupestris;Feeding;031016_01;12628;9:30:36
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;14024;9:53:52
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;16078;10:28:06
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;18205;11:03:33
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;20807;11:46:55
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;497;13:08:25
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;2112;13:35:20
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;4400;14:13:28
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;9729;15:42:17
